header
Data,COP 4720,CAP 4770
Design,CAP 3027,CAP 3032,CAP 3034,CAP 3220,CAP 4053,CAP 4613,CAP 4730,CAP3020,CDA 4630,CEN 4721,CGS 2032,CNT 4731
Investigation,CGS 3063,CIS 4360,CIS 4362,CIS 4715,CAP 4136
Machine,COP 4620,CAP 4641,CAP 4613,CAP 4621
Problem Solving,CGS 2032
Security,CAP 4136,CIS 2354,CIS 4213,CIS 4360,CIS 4204,CIS 4362,CNT 4409
Simulation,CAP 3032,CAP 4053,CAP 4613,CAP 4621,IDC 4710
Software,COP 4331,CEN 4072
Systems,CAP 4641,CAP 4680,CDA 4102,CNT 4731,CDA 4630,CNT 4409
Users,CEN 4721,CEN 4722,IDC 4710,CEN 4725,CGS 3063,CIS 4360
